공적마스크 의무비율 80%→60%로…생산량 10% 수출길 열려,조선일보,이날 의결된 '산지관리법 시행령 일부개정령안'은 신재생에너지 시설 설치를 위해 산지전용허가를 받은 자는 재해방지 조사와 점검을 공사착공일 ...,https://biz.chosun.com/site/data/html_dir/2020/05/26/2020052603608.html
"비싼 LNG 전력 구입 13% 늘린 한전, 1분기에만 4조7000억원 썼다",조선일보,정부의 신재생에너지 확대 정책을 떠받치기 위해 한전의 신재생에너지 전력 구입량은 꾸준히 증가하는 추세다. 지난해 1분기 5931GWh였던 한전의 ...,https://biz.chosun.com/site/data/html_dir/2020/05/19/2020051903069.html
年매출 50억 신재생 발전소 운영업체 매물로,한국경제,신재생에너지 발전소 운영업체 K사가 인수합병(M&A) 시장에 매물로 나왔다. 비상장사인 K사는 지분 양수도 방식 매각을 추진 중이다. 매출 규모는 ...,https://www.hankyung.com/finance/article/2020050554441
신재생에너지 활용한 스마트팜으로 고용활성화,이투뉴스,"친환경에너지 공기업인 한난은 '스마트 팜'을 건설, 농장 내 필요한 에너지를 태양광, 태양열, 지열 등 신재생 융·복합시스템으로 공급할 예정이다.",http://www.e2news.com/news/articleView.html?idxno=222528
[연중기획 - 신재생에너지연구실] 신 · 재생에너지 농업적 이용기술,한국농기계신문,농업공학부 신재생에너지연구실에서는 온실의 난방비용을 줄이기 위해 2005년부터는 농업분야에서 활용되지 않았던 신재생에너지를 발굴하여 ...,https://www.kamnews.co.kr/news/articleView.html?idxno=4126
"한양, 주택사업 매출감소 메우기 위해 신재생에너지사업에 힘실어",비즈니스포스트,"액화천연가스(LNG), 태양광, 바이오매스 등 다양한 신재생에너지 분야에 투자하고 인력도 지속적으로 강화하고 있다. 한양, 주택사업 매출감소 메우기 ...",http://www.businesspost.co.kr/BP?command=mobile_view&num=178164
신산업 이끌 미래인재 키운다… '4차 산업혁명 선도대학' 20곳 선정,브릿지경제,원광대는 신재생에너지 분야 인재 육성 계획을 제출했다. 원광대 4차 산업혁명 혁신선도대학사업은 ENER-G사업단(Educational for New Energy ...,http://www.viva100.com/main/view.php?lcode=&series=&key=20200527010007574
"중부발전, 비대면 공감토크쇼 유튜브 Live 시행",투데이에너지,"[투데이에너지 김병욱 기자] 한국중부발전(사장 박형구)은 26일 유튜브 ... 과 해법, 중부발전의 미세먼지 및 기후변화 대응 현황, 신재생에너지 기술, ...",http://www.todayenergy.kr/news/articleView.html?idxno=225287
공공건물 신재생 의무비율 2030년 40%로 상향,이투뉴스,또 재생에너지 3020 목표 달성을 위해 연도별 신재생에너지 의무공급량 비율도 내년과 2022년 1%포인트씩 상향했다. 산업통상자원부는 이같은 내용 ...,http://www.e2news.com/news/articleView.html?idxno=222488
"괴산군, 2021년 신재생에너지 보급 공모사업 추진 '시동'",대전일보,[괴산]괴산군이 '2021년 신재생에너지 보급'(융·복합지원) 공모사업 추진에 본격 시동을 걸었다. 5일 군에 따르면 괴산읍과 칠성면을 이번 사업 ...,http://m.daejonilbo.com/mnews.asp?pk_no=1421175
"동해시 - 한국동서발전 ""신재생에너지분야 상생협력"" 업무협약",연리지 TV (보도자료),<연리지TV-편집장 지병호> 동해시(시장 심규언)와 한국동서발전(사장 박일준)은 북평레포츠 복합시설과 수소연료전지 연계를 통한 신재생에너지 ...,http://www.yonleejee.com/news/articleView.html?idxno=950
"비츠로테크, '그린뉴딜' 신재생발전 인프라 확대 수혜기업 부각",매일경제,그린뉴딜의 경우 구체적 내용이 결정된 것은 아니지만 신재생발전을 중심 ... 높은 에너지 밀도를 가져 외부의 극한환경에 노출되는 언택트 인프라에 ...,https://www.mk.co.kr/news/stock/view/2020/05/542990/
